round,action,optimal_action,reward,cumulative_reward,cumulative_regret
1,0,2,0,0,0.5176372110128351
2,1,2,0,0,1.0855437168284179
3,2,2,1,1,1.0855437168284179
4,2,2,0,1,1.0855437168284179
5,2,2,1,2,1.0855437168284179
6,2,2,1,3,1.0855437168284179
7,2,2,1,4,1.0855437168284179
8,2,2,1,5,1.0855437168284179
9,2,2,1,6,1.0855437168284179
10,2,2,0,6,1.0855437168284179
11,2,2,0,6,1.0855437168284179
12,0,2,0,6,1.5794045382863162
13,1,2,0,6,2.1841516125571814
14,2,2,1,7,2.1841516125571814
15,2,2,1,8,2.1841516125571814
16,2,2,1,9,2.1841516125571814
17,2,2,1,10,2.1841516125571814
18,2,2,1,11,2.1841516125571814
19,2,2,0,11,2.1841516125571814
20,2,2,1,12,2.1841516125571814
21,2,2,1,13,2.1841516125571814
22,2,2,1,14,2.1841516125571814
23,2,2,0,14,2.1841516125571814
24,2,2,1,15,2.1841516125571814
25,2,2,1,16,2.1841516125571814
26,2,2,1,17,2.1841516125571814
27,2,2,1,18,2.1841516125571814
28,2,2,0,18,2.1841516125571814
29,2,2,1,19,2.1841516125571814
30,2,2,0,19,2.1841516125571814
31,2,2,0,19,2.1841516125571814
32,2,2,1,20,2.1841516125571814
33,2,2,0,20,2.1841516125571814
34,0,2,0,20,2.7357093848688043
35,1,2,0,20,3.3282905025036347
36,2,2,1,21,3.3282905025036347
37,2,2,1,22,3.3282905025036347
38,2,2,0,22,3.3282905025036347
39,2,2,0,22,3.3282905025036347
40,2,2,1,23,3.3282905025036347
41,2,2,1,24,3.3282905025036347
42,2,2,1,25,3.3282905025036347
43,2,2,0,25,3.3282905025036347
44,2,2,1,26,3.3282905025036347
45,2,2,1,27,3.3282905025036347
46,2,2,1,28,3.3282905025036347
47,2,2,0,28,3.3282905025036347
48,2,2,1,29,3.3282905025036347
49,2,2,1,30,3.3282905025036347
50,2,2,1,31,3.3282905025036347
51,0,2,0,31,3.9118021513973713
52,1,2,1,32,4.516543071745243
53,1,2,0,32,5.09983099117368
54,1,2,0,32,5.638868915760102
55,2,2,1,33,5.638868915760102
56,2,2,1,34,5.638868915760102
57,2,2,0,34,5.638868915760102
58,2,2,1,35,5.638868915760102
59,2,2,0,35,5.638868915760102
60,2,2,1,36,5.638868915760102
61,2,2,1,37,5.638868915760102
62,0,2,0,37,6.166253537978707
63,1,2,0,37,6.8151501531770196
64,2,2,1,38,6.8151501531770196
65,2,2,1,39,6.8151501531770196
66,2,2,1,40,6.8151501531770196
67,2,2,1,41,6.8151501531770196
68,2,2,0,41,6.8151501531770196
69,2,2,1,42,6.8151501531770196
70,2,2,0,42,6.8151501531770196
71,2,2,1,43,6.8151501531770196
72,2,2,0,43,6.8151501531770196
73,2,2,1,44,6.8151501531770196
74,2,2,1,45,6.8151501531770196
75,2,2,1,46,6.8151501531770196
76,2,2,1,47,6.8151501531770196
77,2,2,1,48,6.8151501531770196
78,2,2,1,49,6.8151501531770196
79,2,2,1,50,6.8151501531770196
80,2,2,1,51,6.8151501531770196
81,2,2,0,51,6.8151501531770196
82,2,2,1,52,6.8151501531770196
83,2,2,1,53,6.8151501531770196
84,0,2,0,53,7.217199202448898
85,2,2,1,54,7.217199202448898
86,2,2,0,54,7.217199202448898
87,2,2,1,55,7.217199202448898
88,2,2,1,56,7.217199202448898
89,2,2,0,56,7.217199202448898
90,2,2,1,57,7.217199202448898
91,2,2,0,57,7.217199202448898
92,2,2,0,57,7.217199202448898
93,2,2,0,57,7.217199202448898
94,1,2,0,57,7.846402830944147
95,2,2,1,58,7.846402830944147
96,2,2,1,59,7.846402830944147
97,2,2,1,60,7.846402830944147
98,2,2,0,60,7.846402830944147
99,2,2,0,60,7.846402830944147
100,2,2,0,60,7.846402830944147
101,0,2,0,60,8.347154605091955
102,2,2,1,61,8.347154605091955
103,2,2,1,62,8.347154605091955
104,1,2,0,62,8.956007756837032
105,2,2,1,63,8.956007756837032
106,2,2,1,64,8.956007756837032
107,2,2,1,65,8.956007756837032
108,2,2,0,65,8.956007756837032
109,2,2,1,66,8.956007756837032
110,2,2,1,67,8.956007756837032
111,2,2,1,68,8.956007756837032
112,0,2,0,68,9.381751030331097
113,1,2,0,68,9.91784376254028
114,2,2,1,69,9.91784376254028
115,2,2,0,69,9.91784376254028
116,2,2,0,69,9.91784376254028
117,2,2,1,70,9.91784376254028
118,2,2,1,71,9.91784376254028
119,2,2,0,71,9.91784376254028
120,2,2,1,72,9.91784376254028
121,2,2,1,73,9.91784376254028
122,2,2,0,73,9.91784376254028
123,2,2,1,74,9.91784376254028
124,2,2,0,74,9.91784376254028
125,2,2,0,74,9.91784376254028
126,2,2,1,75,9.91784376254028
127,2,2,1,76,9.91784376254028
128,2,2,1,77,9.91784376254028
129,2,2,1,78,9.91784376254028
130,2,2,1,79,9.91784376254028
131,2,2,1,80,9.91784376254028
132,2,2,1,81,9.91784376254028
133,2,2,1,82,9.91784376254028
134,0,2,0,82,10.399688634657606
135,2,2,1,83,10.399688634657606
136,2,2,0,83,10.399688634657606
137,2,2,0,83,10.399688634657606
138,2,2,0,83,10.399688634657606
139,2,2,1,84,10.399688634657606
140,2,2,1,85,10.399688634657606
141,2,2,1,86,10.399688634657606
142,2,2,1,87,10.399688634657606
143,2,2,0,87,10.399688634657606
144,1,2,0,87,11.020813425473952
145,2,2,1,88,11.020813425473952
146,2,2,1,89,11.020813425473952
147,2,2,1,90,11.020813425473952
148,2,2,0,90,11.020813425473952
149,2,2,1,91,11.020813425473952
150,2,2,0,91,11.020813425473952
151,0,2,1,92,11.478049387625651
152,0,2,0,92,11.90754638691292
153,0,2,1,93,12.325187347503602
154,0,2,0,93,12.65941013220107
155,1,2,0,93,13.06721967992488
156,0,2,0,93,13.299109740110097
157,2,2,0,93,13.299109740110097
158,2,2,0,93,13.299109740110097
159,2,2,0,93,13.299109740110097
160,2,2,1,94,13.299109740110097
161,2,2,0,94,13.299109740110097
162,0,0,0,94,13.299109740110097
163,1,0,1,95,13.581241954782083
164,1,0,0,95,13.876160269138856
165,1,0,1,96,14.148326978526978
166,1,0,0,96,14.451402385569448
167,1,0,0,96,14.774487408178068
168,2,0,1,97,14.94344045329795
169,2,0,0,97,15.301707153721253
170,2,0,0,97,15.489182260118124
171,0,0,1,98,15.489182260118124
172,0,0,1,99,15.489182260118124
173,0,0,1,100,15.489182260118124
174,0,0,1,101,15.489182260118124
175,0,0,1,102,15.489182260118124
176,0,0,1,103,15.489182260118124
177,0,0,0,103,15.489182260118124
178,0,0,1,104,15.489182260118124
179,0,0,0,104,15.489182260118124
180,0,0,1,105,15.489182260118124
181,0,0,1,106,15.489182260118124
182,0,0,1,107,15.489182260118124
183,0,0,0,107,15.489182260118124
184,0,0,1,108,15.489182260118124
185,0,0,1,109,15.489182260118124
186,0,0,1,110,15.489182260118124
187,0,0,1,111,15.489182260118124
188,0,0,1,112,15.489182260118124
189,0,0,1,113,15.489182260118124
190,0,0,1,114,15.489182260118124
191,0,0,0,114,15.489182260118124
192,0,0,1,115,15.489182260118124
193,0,0,1,116,15.489182260118124
194,0,0,0,116,15.489182260118124
195,0,0,0,116,15.489182260118124
196,0,0,1,117,15.489182260118124
197,0,0,0,117,15.489182260118124
198,0,0,1,118,15.489182260118124
199,0,0,1,119,15.489182260118124
200,0,0,0,119,15.489182260118124
201,1,0,0,119,15.89959434762723
202,0,0,1,120,15.89959434762723
203,0,0,1,121,15.89959434762723
204,0,0,1,122,15.89959434762723
205,0,0,1,123,15.89959434762723
206,0,0,0,123,15.89959434762723
207,0,0,0,123,15.89959434762723
208,0,0,1,124,15.89959434762723
209,2,0,0,124,16.403879454946743
210,0,0,1,125,16.403879454946743
211,2,0,1,126,16.89569256190104
212,2,0,0,126,17.263345761770683
213,0,0,1,127,17.263345761770683
214,0,0,0,127,17.263345761770683
215,0,0,0,127,17.263345761770683
216,1,0,0,127,17.682718211594917
217,1,0,1,128,17.972582492373434
218,1,0,0,128,18.407482046575115
219,1,0,0,128,18.797044574618464
220,2,0,1,129,19.25014317056247
221,2,0,1,130,19.79123042925536
222,2,0,0,130,20.13924929552287
223,2,0,0,130,20.525801435201206
224,2,0,0,130,21.15313694265558
225,0,0,0,130,21.15313694265558
226,0,0,1,131,21.15313694265558
227,0,0,0,131,21.15313694265558
228,0,0,0,131,21.15313694265558
229,0,0,1,132,21.15313694265558
230,0,0,1,133,21.15313694265558
231,0,0,0,133,21.15313694265558
232,2,0,0,133,21.75706113822781
233,0,0,1,134,21.75706113822781
234,0,0,0,134,21.75706113822781
235,0,0,1,135,21.75706113822781
236,0,0,1,136,21.75706113822781
237,0,0,0,136,21.75706113822781
238,1,0,0,136,22.373524772084586
239,2,0,0,136,22.96274387273528
240,0,0,1,137,22.96274387273528
241,0,0,1,138,22.96274387273528
242,0,0,1,139,22.96274387273528
243,0,0,1,140,22.96274387273528
244,0,0,1,141,22.96274387273528
245,0,0,0,141,22.96274387273528
246,0,0,1,142,22.96274387273528
247,0,0,0,142,22.96274387273528
248,0,0,1,143,22.96274387273528
249,0,0,1,144,22.96274387273528
250,0,0,0,144,22.96274387273528
251,0,0,0,144,22.96274387273528
252,0,0,0,144,22.96274387273528
253,1,0,0,144,23.534465497824907
254,0,0,1,145,23.534465497824907
255,0,0,1,146,23.534465497824907
256,0,0,1,147,23.534465497824907
257,0,0,0,147,23.534465497824907
258,0,0,0,147,23.534465497824907
259,2,0,1,148,23.88035022920626
260,2,0,0,148,24.272063498869898
261,0,0,1,149,24.272063498869898
262,2,0,0,149,24.649470159188905
263,0,0,1,150,24.649470159188905
264,0,0,0,150,24.649470159188905
265,0,0,0,150,24.649470159188905
266,1,0,1,151,25.13590090927991
267,1,0,0,151,25.440543478086575
268,1,0,0,151,26.068096796966916
269,1,0,1,152,26.497514600823756
270,1,0,0,152,26.923665555420193
271,1,0,0,152,27.46042775779358
272,0,0,1,153,27.46042775779358
273,0,0,1,154,27.46042775779358
274,2,0,1,155,27.94289885779869
275,2,0,1,156,28.262183613628576
276,2,0,0,156,28.587922132807822
277,2,0,1,157,28.956956952396588
278,2,0,1,158,29.218237851266863
279,2,0,0,158,29.664369786196758
280,2,0,1,159,29.960601302549396
281,2,0,0,159,30.31893654710924
282,2,0,0,159,30.88134123152063
283,0,0,1,160,30.88134123152063
284,0,0,1,161,30.88134123152063
285,0,0,1,162,30.88134123152063
286,0,0,0,162,30.88134123152063
287,0,0,0,162,30.88134123152063
288,0,0,1,163,30.88134123152063
289,2,0,0,163,31.30345656104353
290,0,0,0,163,31.30345656104353
291,2,0,0,163,31.447888738660428
292,0,0,1,164,31.447888738660428
293,0,0,1,165,31.447888738660428
294,0,0,1,166,31.447888738660428
295,0,0,1,167,31.447888738660428
296,0,0,0,167,31.447888738660428
297,0,0,1,168,31.447888738660428
298,0,0,1,169,31.447888738660428
299,0,0,1,170,31.447888738660428
300,0,0,1,171,31.447888738660428
301,0,0,1,172,31.447888738660428
302,0,0,1,173,31.447888738660428
303,0,0,0,173,31.447888738660428
304,0,0,1,174,31.447888738660428
305,0,0,1,175,31.447888738660428
306,0,0,1,176,31.447888738660428
307,0,0,1,177,31.447888738660428
308,0,0,1,178,31.447888738660428
309,0,0,1,179,31.447888738660428
310,0,0,1,180,31.447888738660428
311,0,0,1,181,31.447888738660428
312,0,0,0,181,31.447888738660428
313,0,0,0,181,31.447888738660428
314,0,0,1,182,31.447888738660428
315,0,0,0,182,31.447888738660428
316,0,0,0,182,31.447888738660428
317,0,0,1,183,31.447888738660428
318,1,0,1,184,31.909709636980324
319,1,0,0,184,32.2851594373707
320,1,0,0,184,32.84287654241115
321,1,0,0,184,33.41802726764839
322,0,0,1,185,33.41802726764839
323,0,0,1,186,33.41802726764839
324,0,0,0,186,33.41802726764839
325,0,0,0,186,33.41802726764839
326,1,0,0,186,33.84538392635432
327,0,0,1,187,33.84538392635432
328,0,0,0,187,33.84538392635432
329,0,0,0,187,33.84538392635432
330,0,0,1,188,33.84538392635432
331,0,0,1,189,33.84538392635432
332,2,0,1,190,34.41547375028403
333,2,0,0,190,34.76528877917615
334,2,0,1,191,35.1861983697759
335,2,0,0,191,35.576862294631695
336,0,0,0,191,35.576862294631695
337,0,0,1,192,35.576862294631695
338,0,0,1,193,35.576862294631695
339,2,0,0,193,36.02631787123418
340,0,0,0,193,36.02631787123418
341,2,0,0,193,36.51535399187905
